Cycle,OpSet1,OpSet2,OpSet3,SensorMeasure_1,SensorMeasure_2,SensorMeasure_3,SensorMeasure_4,SensorMeasure_5,SensorMeasure_6,SensorMeasure_7,SensorMeasure_8,SensorMeasure_9,SensorMeasure_10,SensorMeasure_11,SensorMeasure_12,SensorMeasure_13,SensorMeasure_14,SensorMeasure_15,SensorMeasure_16,SensorMeasure_17,SensorMeasure_18,SensorMeasure_19,SensorMeasure_20,SensorMeasure_21,LR
224,-0.0008,-0.0003,100.0,518.67,642.71,1590.37,1417.92,14.62,21.6,563.13,2388.25,9092.69,1.31,47.62,529.79,2388.29,8169.75,8.273,0.03,394,2388,100.0,39.53,23.7013,0.8582375478927203
225,0.0019,0.0005,100.0,518.67,642.37,1596.87,1413.79,14.62,21.6,562.89,2388.33,9102.18,1.31,47.68,531.27,2388.33,8170.51,8.266,0.03,394,2388,100.0,39.33,23.6174,0.8620689655172413
226,-0.0011,0.0,100.0,518.67,642.7,1588.84,1411.52,14.62,21.6,561.95,2388.31,9095.51,1.31,47.72,530.41,2388.3,8166.24,8.341,0.03,394,2388,100.0,39.25,23.6569,0.8659003831417624
227,-0.0018,-0.0002,100.0,518.67,642.48,1592.78,1411.31,14.62,21.6,562.53,2388.32,9097.49,1.31,47.67,530.02,2388.3,8168.43,8.2648,0.03,397,2388,100.0,39.43,23.6966,0.8697318007662835
228,-0.0032,-0.0,100.0,518.67,642.63,1596.0,1411.74,14.62,21.6,563.13,2388.31,9099.37,1.31,47.74,530.77,2388.3,8170.75,8.2986,0.03,394,2388,100.0,39.37,23.6837,0.8735632183908046
229,0.0004,-0.0002,100.0,518.67,642.72,1587.0,1409.85,14.62,21.6,563.25,2388.36,9097.94,1.31,47.81,530.89,2388.34,8166.55,8.2946,0.03,394,2388,100.0,39.45,23.6763,0.8773946360153256
230,0.0004,-0.0001,100.0,518.67,643.13,1596.0,1412.39,14.62,21.6,563.32,2388.32,9094.26,1.31,47.63,530.58,2388.31,8166.69,8.3007,0.03,395,2388,100.0,39.39,23.6833,0.8812260536398467
231,-0.0035,0.0002,100.0,518.67,642.57,1596.13,1406.3,14.62,21.6,564.08,2388.29,9093.23,1.31,47.76,531.05,2388.32,8169.79,8.3075,0.03,395,2388,100.0,39.45,23.6887,0.8850574712643678
232,-0.0012,0.0004,100.0,518.67,642.83,1599.59,1420.45,14.62,21.6,563.36,2388.27,9094.46,1.31,47.61,531.04,2388.32,8169.94,8.2962,0.03,394,2388,100.0,39.48,23.6069,0.8888888888888888
233,0.0036,-0.0003,100.0,518.67,642.72,1593.48,1414.0,14.62,21.6,563.44,2388.31,9096.22,1.31,47.75,531.63,2388.31,8169.97,8.2755,0.03,395,2388,100.0,39.43,23.616,0.89272030651341
234,-0.0011,-0.0004,100.0,518.67,642.75,1591.93,1417.66,14.62,21.6,563.61,2388.31,9091.69,1.31,47.68,531.36,2388.33,8173.56,8.3057,0.03,395,2388,100.0,39.27,23.644,0.896551724137931
1,-0.0024,0.0,100.0,518.67,642.7,1590.45,1414.5,14.62,21.61,552.89,2388.11,9049.27,1.3,47.55,521.97,2388.12,8134.9,8.4948,0.03,394,2388,100.0,38.94,23.3186,0.005319148936170213
2,-0.0002,0.0005,100.0,518.67,642.12,1589.07,1403.38,14.62,21.61,552.38,2388.07,9051.41,1.3,47.35,521.92,2388.07,8136.23,8.4577,0.03,391,2388,100.0,38.83,23.2775,0.010638297872340425
3,0.0021,0.0,100.0,518.67,642.52,1587.26,1407.99,14.62,21.61,553.67,2388.03,9055.0,1.3,47.46,521.74,2388.14,8130.68,8.4426,0.03,393,2388,100.0,38.96,23.3155,0.015957446808510637
4,-0.0005,-0.0001,100.0,518.67,641.99,1599.57,1406.37,14.62,21.61,553.52,2388.04,9049.51,1.3,47.56,521.9,2388.09,8129.1,8.3996,0.03,392,2388,100.0,38.93,23.2688,0.02127659574468085
5,0.0003,0.0004,100.0,518.67,642.4,1593.64,1411.52,14.62,21.61,553.42,2388.07,9048.09,1.3,47.51,521.97,2388.1,8130.44,8.4418,0.03,394,2388,100.0,38.9,23.2533,0.026595744680851064
6,0.0008,0.0001,100.0,518.67,642.61,1588.52,1408.09,14.62,21.61,554.47,2388.09,9055.05,1.3,47.52,521.52,2388.05,8134.16,8.4426,0.03,393,2388,100.0,38.96,23.2385,0.031914893617021274
7,0.0032,-0.0003,100.0,518.67,642.33,1588.62,1404.66,14.62,21.61,553.7,2388.13,9055.8,1.3,47.46,521.86,2388.05,8132.21,8.4814,0.03,394,2388,100.0,38.73,23.3174,0.03723404255319149
8,0.0009,-0.0002,100.0,518.67,643.1,1592.47,1405.8,14.62,21.61,553.86,2388.13,9051.19,1.3,47.53,522.05,2388.11,8134.33,8.4287,0.03,393,2388,100.0,38.83,23.3041,0.0425531914893617
9,0.0005,-0.0004,100.0,518.67,642.09,1585.1,1401.83,14.62,21.61,553.31,2388.11,9049.87,1.3,47.43,521.17,2388.09,8134.4,8.411,0.03,392,2388,100.0,38.79,23.3025,0.047872340425531915
10,-0.003,0.0003,100.0,518.67,642.23,1592.46,1405.43,14.62,21.61,552.93,2388.12,9057.12,1.3,47.32,521.97,2388.11,8136.47,8.4059,0.03,393,2388,100.0,38.82,23.406,0.05319148936170213
11,0.0004,0.0005,100.0,518.67,642.68,1596.53,1407.63,14.62,21.61,553.73,2388.14,9048.73,1.3,47.3,522.13,2388.13,8126.56,8.4595,0.03,395,2388,100.0,38.86,23.2093,0.05851063829787234
12,-0.0018,0.0002,100.0,518.67,642.52,1588.23,1401.11,14.62,21.61,553.39,2388.13,9053.55,1.3,47.4,521.71,2388.12,8130.8,8.4318,0.03,392,2388,100.0,38.98,23.312,0.06382978723404255
13,-0.002,-0.0003,100.0,518.67,642.45,1587.5,1410.43,14.62,21.61,554.58,2388.1,9056.4,1.3,47.5,522.05,2388.06,8131.92,8.4332,0.03,394,2388,100.0,38.91,23.3492,0.06914893617021277
14,-0.003,0.0004,100.0,518.67,641.86,1583.46,1406.59,14.62,21.61,553.56,2388.13,9044.67,1.3,47.45,521.56,2388.14,8128.34,8.4043,0.03,392,2388,100.0,38.85,23.3888,0.07446808510638298
15,0.0012,-0.0001,100.0,518.67,643.28,1589.08,1408.86,14.62,21.61,553.51,2388.09,9053.38,1.3,47.26,522.01,2388.08,8129.99,8.4304,0.03,392,2388,100.0,38.87,23.3024,0.0797872340425532
16,0.0,0.0003,100.0,518.67,642.44,1589.55,1405.33,14.62,21.61,553.21,2388.11,9053.21,1.3,47.43,521.68,2388.15,8136.76,8.4487,0.03,392,2388,100.0,38.8,23.2557,0.0851063829787234
17,-0.0031,-0.0003,100.0,518.67,642.7,1590.55,1410.3,14.62,21.61,553.2,2388.09,9048.41,1.3,47.55,521.25,2388.08,8134.84,8.4296,0.03,392,2388,100.0,39.16,23.3343,0.09042553191489362
18,-0.0017,-0.0,100.0,518.67,642.55,1587.06,1407.43,14.62,21.61,554.3,2388.13,9052.7,1.3,47.51,521.59,2388.17,8137.41,8.4109,0.03,391,2388,100.0,38.88,23.3594,0.09574468085106383
19,-0.0005,0.0,100.0,518.67,642.78,1585.18,1401.18,14.62,21.61,554.18,2388.12,9044.73,1.3,47.42,521.6,2388.09,8124.23,8.4117,0.03,392,2388,100.0,38.91,23.246,0.10106382978723404
20,-0.0007,0.0002,100.0,518.67,642.26,1585.93,1407.31,14.62,21.61,554.46,2388.13,9052.03,1.3,47.45,521.71,2388.1,8130.75,8.4289,0.03,394,2388,100.0,38.98,23.4508,0.10638297872340426
21,0.0051,0.0002,100.0,518.67,642.37,1583.29,1403.55,14.62,21.61,554.06,2388.06,9055.13,1.3,47.49,521.64,2388.1,8133.99,8.4256,0.03,391,2388,100.0,38.77,23.4117,0.11170212765957446
22,0.0047,-0.0003,100.0,518.67,642.31,1586.09,1401.36,14.62,21.61,553.15,2388.07,9050.35,1.3,47.45,521.78,2388.11,8139.43,8.4327,0.03,394,2388,100.0,38.84,23.2279,0.11702127659574468
23,0.0004,-0.0002,100.0,518.67,642.54,1588.52,1408.87,14.62,21.61,552.83,2388.11,9054.17,1.3,47.52,521.95,2388.11,8130.63,8.4058,0.03,393,2388,100.0,38.84,23.3734,0.12234042553191489
24,-0.0034,0.0001,100.0,518.67,642.68,1594.24,1412.16,14.62,21.61,553.53,2388.13,9049.87,1.3,47.41,521.21,2388.11,8130.94,8.4263,0.03,393,2388,100.0,38.69,23.2542,0.1276595744680851
25,0.0015,0.0005,100.0,518.67,642.58,1587.81,1401.36,14.62,21.61,553.23,2388.07,9052.59,1.3,47.42,521.41,2388.1,8133.95,8.4376,0.03,394,2388,100.0,38.87,23.2018,0.13297872340425532
26,-0.0036,-0.0001,100.0,518.67,642.53,1589.18,1405.65,14.62,21.61,553.27,2388.11,9046.29,1.3,47.53,521.76,2388.1,8132.46,8.4072,0.03,393,2388,100.0,38.94,23.3275,0.13829787234042554
27,0.0013,0.0005,100.0,518.67,642.41,1594.04,1404.03,14.62,21.61,553.91,2388.07,9050.59,1.3,47.32,521.37,2388.12,8133.34,8.4357,0.03,393,2388,100.0,38.94,23.2956,0.14361702127659576
28,-0.0041,-0.0001,100.0,518.67,642.8,1582.96,1408.18,14.62,21.61,554.17,2388.06,9052.27,1.3,47.46,521.71,2388.1,8134.19,8.432,0.03,394,2388,100.0,38.81,23.3271,0.14893617021276595
29,0.0025,-0.0002,100.0,518.67,642.5,1592.92,1405.07,14.62,21.61,553.72,2388.07,9051.96,1.3,47.21,521.35,2388.1,8137.92,8.4201,0.03,393,2388,100.0,38.89,23.238,0.15425531914893617
30,0.0001,-0.0004,100.0,518.67,642.8,1601.27,1405.96,14.62,21.61,553.25,2388.06,9051.46,1.3,47.34,521.32,2388.1,8128.48,8.4337,0.03,395,2388,100.0,39.02,23.3166,0.1595744680851064
31,0.0005,-0.0004,100.0,518.67,642.35,1586.24,1406.97,14.62,21.61,553.63,2388.05,9050.21,1.3,47.39,521.38,2388.07,8125.78,8.4828,0.03,394,2388,100.0,39.1,23.2288,0.16489361702127658
32,0.0013,0.0001,100.0,518.67,642.55,1587.72,1410.7,14.62,21.61,553.09,2388.07,9047.14,1.3,47.69,521.68,2388.15,8130.83,8.4234,0.03,394,2388,100.0,38.89,23.2967,0.1702127659574468
33,0.0035,0.0005,100.0,518.67,642.48,1584.85,1408.46,14.62,21.61,553.81,2388.06,9051.5,1.3,47.43,521.55,2388.1,8129.22,8.3771,0.03,393,2388,100.0,38.61,23.4327,0.17553191489361702
34,-0.0033,-0.0004,100.0,518.67,642.55,1589.36,1406.14,14.62,21.61,553.2,2388.08,9048.72,1.3,47.49,521.87,2388.11,8139.16,8.4529,0.03,391,2388,100.0,38.96,23.3455,0.18085106382978725
35,0.0029,0.0003,100.0,518.67,642.64,1592.7,1407.58,14.62,21.61,553.45,2388.11,9049.74,1.3,47.54,521.64,2388.1,8135.83,8.4637,0.03,392,2388,100.0,38.84,23.355,0.18617021276595744
36,0.003,0.0002,100.0,518.67,642.27,1586.57,1407.64,14.62,21.61,553.74,2388.06,9049.1,1.3,47.46,521.63,2388.12,8135.53,8.4291,0.03,392,2388,100.0,38.86,23.3249,0.19148936170212766
37,-0.0016,-0.0,100.0,518.67,642.73,1594.6,1411.46,14.62,21.61,553.57,2388.1,9060.16,1.3,47.51,521.36,2388.13,8136.17,8.4424,0.03,394,2388,100.0,38.9,23.2698,0.19680851063829788
38,-0.0002,-0.0003,100.0,518.67,642.4,1589.64,1410.19,14.62,21.61,553.72,2388.1,9051.55,1.3,47.57,521.8,2388.12,8131.62,8.4058,0.03,394,2388,100.0,38.86,23.3386,0.20212765957446807
39,-0.0,-0.0002,100.0,518.67,642.92,1589.46,1406.3,14.62,21.61,553.95,2388.04,9057.12,1.3,47.61,521.54,2388.09,8133.33,8.4552,0.03,394,2388,100.0,38.79,23.3074,0.2074468085106383
40,-0.0012,-0.0003,100.0,518.67,642.96,1580.59,1409.47,14.62,21.61,553.04,2388.05,9050.1,1.3,47.68,521.36,2388.05,8129.4,8.4447,0.03,393,2388,100.0,39.0,23.4309,0.2127659574468085
41,-0.0012,0.0002,100.0,518.67,642.78,1589.46,1411.13,14.62,21.61,553.2,2388.09,9053.7,1.3,47.61,521.38,2388.09,8132.75,8.437,0.03,394,2388,100.0,38.98,23.2859,0.21808510638297873
42,0.0009,-0.0001,100.0,518.67,642.95,1588.11,1409.91,14.62,21.61,553.75,2388.09,9046.73,1.3,47.64,521.33,2388.09,8130.73,8.3955,0.03,393,2388,100.0,39.05,23.3693,0.22340425531914893
43,-0.001,-0.0002,100.0,518.67,642.61,1585.7,1407.3,14.62,21.61,553.37,2388.1,9057.32,1.3,47.29,521.43,2388.09,8131.84,8.4247,0.03,391,2388,100.0,38.82,23.2283,0.22872340425531915
44,0.0025,-0.0003,100.0,518.67,642.79,1584.41,1405.23,14.62,21.61,552.55,2388.05,9056.11,1.3,47.41,521.92,2388.08,8138.24,8.3985,0.03,394,2388,100.0,38.91,23.303,0.23404255319148937
45,-0.0032,0.0004,100.0,518.67,642.92,1583.83,1408.17,14.62,21.61,553.48,2388.05,9047.04,1.3,47.37,521.63,2388.05,8131.24,8.4446,0.03,393,2388,100.0,38.9,23.3269,0.2393617021276596
46,0.0017,0.0004,100.0,518.67,642.33,1590.23,1408.8,14.62,21.61,553.29,2388.14,9050.55,1.3,47.36,521.63,2388.08,8131.86,8.4834,0.03,392,2388,100.0,38.73,23.3485,0.24468085106382978
47,-0.0001,0.0005,100.0,518.67,642.44,1596.02,1407.56,14.62,21.61,553.28,2388.16,9055.75,1.3,47.5,521.78,2388.11,8131.13,8.437,0.03,394,2388,100.0,38.89,23.2634,0.25
48,0.0014,-0.0002,100.0,518.67,642.63,1586.0,1407.35,14.62,21.61,553.2,2388.09,9054.46,1.3,47.49,521.45,2388.1,8135.48,8.436,0.03,392,2388,100.0,38.87,23.3751,0.2553191489361702
49,-0.0017,0.0003,100.0,518.67,642.26,1591.37,1419.16,14.62,21.61,553.8,2388.11,9051.67,1.3,47.45,521.24,2388.07,8131.69,8.4386,0.03,393,2388,100.0,38.84,23.3816,0.26063829787234044
50,0.0019,0.0005,100.0,518.67,642.57,1598.18,1407.07,14.62,21.61,553.45,2388.05,9056.13,1.3,47.48,521.22,2388.05,8137.1,8.4526,0.03,393,2388,100.0,38.95,23.3067,0.26595744680851063
51,-0.0021,0.0002,100.0,518.67,642.35,1580.12,1401.99,14.62,21.61,553.54,2388.04,9054.47,1.3,47.63,521.45,2388.16,8133.94,8.4364,0.03,392,2388,100.0,38.92,23.2854,0.2712765957446808
52,-0.0,-0.0003,100.0,518.67,642.59,1593.95,1408.72,14.62,21.61,553.91,2388.14,9052.84,1.3,47.29,521.22,2388.05,8132.39,8.4769,0.03,393,2388,100.0,38.97,23.3498,0.2765957446808511
53,-0.0001,0.0003,100.0,518.67,642.74,1592.2,1405.84,14.62,21.61,553.72,2388.13,9047.54,1.3,47.48,521.37,2388.12,8131.83,8.4256,0.03,394,2388,100.0,38.89,23.1968,0.28191489361702127
54,-0.0006,-0.0002,100.0,518.67,642.83,1592.24,1407.11,14.62,21.61,553.98,2388.1,9050.96,1.3,47.4,521.33,2388.09,8133.81,8.4428,0.03,393,2388,100.0,38.72,23.2999,0.2872340425531915
55,0.0008,0.0004,100.0,518.67,642.5,1594.62,1410.64,14.62,21.61,554.14,2388.12,9050.38,1.3,47.72,521.75,2388.07,8133.97,8.4369,0.03,393,2388,100.0,38.97,23.2515,0.2925531914893617
56,0.0042,0.0003,100.0,518.67,642.77,1588.56,1404.82,14.62,21.61,553.82,2388.09,9060.73,1.3,47.49,521.13,2388.12,8131.3,8.4542,0.03,394,2388,100.0,38.93,23.2754,0.2978723404255319
57,0.0009,-0.0003,100.0,518.67,642.95,1595.78,1404.81,14.62,21.61,552.98,2388.13,9058.32,1.3,47.39,522.06,2388.12,8131.6,8.4435,0.03,392,2388,100.0,38.7,23.3028,0.30319148936170215
58,-0.0018,0.0001,100.0,518.67,642.19,1584.35,1403.19,14.62,21.61,553.96,2388.12,9051.5,1.3,47.44,521.58,2388.07,8135.24,8.4056,0.03,393,2388,100.0,38.85,23.3142,0.30851063829787234
59,0.0006,-0.0004,100.0,518.67,643.14,1585.56,1403.58,14.62,21.61,553.72,2388.12,9054.75,1.3,47.56,521.14,2388.03,8131.96,8.4323,0.03,394,2388,100.0,38.76,23.2906,0.31382978723404253
60,0.0022,-0.0002,100.0,518.67,642.49,1586.34,1408.25,14.62,21.61,553.94,2388.14,9050.5,1.3,47.49,521.75,2388.16,8134.03,8.4255,0.03,394,2388,100.0,38.83,23.4045,0.3191489361702128
61,-0.0002,0.0001,100.0,518.67,642.49,1587.14,1408.74,14.62,21.61,553.21,2388.12,9051.07,1.3,47.49,521.86,2388.06,8128.92,8.4674,0.03,393,2388,100.0,38.91,23.4178,0.324468085106383
62,-0.0038,-0.0004,100.0,518.67,642.23,1590.65,1413.13,14.62,21.61,553.89,2388.11,9043.82,1.3,47.54,521.6,2388.11,8130.94,8.4347,0.03,393,2388,100.0,38.7,23.2577,0.32978723404255317
63,0.0025,-0.0001,100.0,518.67,642.36,1590.16,1404.55,14.62,21.61,552.96,2388.07,9054.02,1.3,47.52,521.37,2388.09,8131.02,8.431,0.03,393,2388,100.0,38.85,23.3229,0.3351063829787234
64,-0.0019,-0.0004,100.0,518.67,643.15,1583.36,1408.39,14.62,21.61,553.93,2388.09,9053.14,1.3,47.5,521.42,2388.1,8127.91,8.4378,0.03,393,2388,100.0,38.73,23.3063,0.3404255319148936
65,-0.0031,0.0001,100.0,518.67,642.55,1591.9,1408.51,14.62,21.61,553.66,2388.06,9049.79,1.3,47.5,521.43,2388.11,8129.89,8.4082,0.03,393,2388,100.0,38.81,23.3014,0.34574468085106386
66,0.001,0.0003,100.0,518.67,642.37,1585.22,1405.81,14.62,21.61,553.67,2388.11,9045.26,1.3,47.57,521.2,2388.14,8133.09,8.4545,0.03,394,2388,100.0,38.63,23.374,0.35106382978723405
67,-0.0034,-0.0002,100.0,518.67,642.49,1586.25,1404.76,14.62,21.61,553.93,2388.09,9046.91,1.3,47.52,521.66,2388.07,8132.15,8.4519,0.03,393,2388,100.0,38.98,23.3668,0.35638297872340424
68,-0.0014,-0.0,100.0,518.67,642.28,1584.68,1406.56,14.62,21.61,552.75,2388.07,9048.23,1.3,47.26,521.27,2388.09,8133.78,8.4337,0.03,392,2388,100.0,38.7,23.3804,0.3617021276595745
1,-0.0021,-0.0,100.0,518.67,642.33,1581.23,1400.43,14.62,21.58,550.72,2387.42,9035.56,1.3,47.24,519.56,2387.39,8122.74,8.4199,0.03,389,2388,100.0,38.82,23.327,0.0041841004184100415
2,-0.0034,0.0003,100.0,518.67,642.26,1578.9,1397.0,14.62,21.58,551.13,2387.59,9032.91,1.3,47.12,518.62,2387.62,8121.86,8.4095,0.03,391,2388,100.0,38.65,23.2105,0.008368200836820083
3,0.0053,-0.0,100.0,518.67,641.74,1577.31,1396.49,14.62,21.58,550.23,2387.49,9035.84,1.3,47.01,518.47,2387.52,8124.3,8.4481,0.03,389,2388,100.0,38.94,23.2414,0.012552301255230125
4,-0.002,-0.0001,100.0,518.67,642.1,1576.94,1400.22,14.62,21.57,551.04,2387.52,9036.39,1.3,47.0,518.65,2387.55,8125.58,8.4503,0.03,389,2388,100.0,38.93,23.3544,0.016736401673640166
5,0.0008,0.0004,100.0,518.67,641.98,1581.38,1398.31,14.62,21.57,551.02,2387.53,9043.22,1.3,47.19,519.16,2387.51,8123.23,8.409,0.03,390,2388,100.0,38.98,23.2788,0.02092050209205021
6,0.0018,-0.0004,100.0,518.67,642.51,1577.76,1398.98,14.62,21.58,550.8,2387.54,9033.22,1.3,47.05,519.23,2387.54,8124.11,8.4225,0.03,389,2388,100.0,38.64,23.2269,0.02510460251046025
7,-0.0029,0.0002,100.0,518.67,642.31,1580.52,1397.23,14.62,21.58,551.88,2387.43,9042.74,1.3,47.1,519.41,2387.47,8122.92,8.4296,0.03,390,2388,100.0,38.87,23.3329,0.029288702928870293
8,-0.0009,-0.0001,100.0,518.67,642.07,1587.02,1393.97,14.62,21.57,551.9,2387.61,9037.81,1.3,47.19,519.28,2387.57,8121.88,8.427,0.03,389,2388,100.0,38.96,23.3317,0.03347280334728033
9,0.0001,-0.0002,100.0,518.67,642.34,1579.91,1397.6,14.62,21.58,550.93,2387.54,9035.02,1.3,47.14,519.46,2387.56,8124.15,8.3973,0.03,390,2388,100.0,38.92,23.2977,0.03765690376569038
10,0.0007,-0.0001,100.0,518.67,641.92,1583.12,1396.88,14.62,21.58,551.8,2387.52,9043.41,1.3,47.23,518.57,2387.46,8123.23,8.4239,0.03,390,2388,100.0,38.76,23.325,0.04184100418410042
11,-0.0011,0.0002,100.0,518.67,642.56,1584.89,1396.89,14.62,21.57,551.7,2387.55,9040.44,1.3,47.27,519.67,2387.56,8125.03,8.3839,0.03,389,2388,100.0,38.94,23.2629,0.04602510460251046
12,-0.0027,-0.0001,100.0,518.67,641.73,1579.52,1398.81,14.62,21.57,551.04,2387.7,9036.66,1.3,47.08,519.06,2387.7,8123.49,8.4063,0.03,390,2388,100.0,38.81,23.2975,0.0502092050209205
13,-0.0025,0.0,100.0,518.67,642.11,1585.6,1388.72,14.62,21.57,551.12,2387.78,9042.7,1.29,47.01,519.55,2387.79,8128.44,8.4063,0.03,391,2388,100.0,38.92,23.2436,0.05439330543933055
14,-0.0013,0.0002,100.0,518.67,642.19,1573.23,1402.98,14.62,21.57,550.55,2387.47,9036.72,1.3,47.13,518.73,2387.54,8120.23,8.4278,0.03,389,2388,100.0,38.78,23.2449,0.058577405857740586
15,0.0003,-0.0002,100.0,518.67,641.97,1579.76,1396.16,14.62,21.58,551.98,2387.59,9045.23,1.3,47.12,518.98,2387.62,8130.2,8.4296,0.03,391,2388,100.0,38.94,23.2721,0.06276150627615062
16,0.0025,0.0001,100.0,518.67,641.68,1572.98,1402.42,14.62,21.57,550.87,2387.44,9039.7,1.3,47.19,519.19,2387.41,8122.25,8.4311,0.03,391,2388,100.0,38.91,23.2831,0.06694560669456066
17,0.0012,-0.0003,100.0,518.67,642.61,1576.47,1392.94,14.62,21.58,551.09,2387.39,9029.45,1.3,47.19,519.1,2387.35,8118.5,8.4477,0.03,391,2388,100.0,38.74,23.2557,0.07112970711297072
18,0.0007,0.0001,100.0,518.67,641.98,1575.31,1397.75,14.62,21.58,551.06,2387.58,9030.73,1.3,47.08,519.49,2387.61,8123.38,8.4145,0.03,389,2388,100.0,38.54,23.2819,0.07531380753138076
19,-0.0038,-0.0001,100.0,518.67,641.99,1580.73,1392.98,14.62,21.58,550.93,2387.5,9037.38,1.3,47.28,518.18,2387.44,8116.46,8.4588,0.03,391,2388,100.0,39.0,23.2832,0.0794979079497908
20,0.0045,0.0002,100.0,518.67,642.14,1573.66,1398.17,14.62,21.58,550.41,2387.36,9034.46,1.3,47.33,519.11,2387.34,8122.48,8.4241,0.03,389,2388,100.0,39.01,23.2211,0.08368200836820083
21,0.0016,0.0003,100.0,518.67,642.12,1574.8,1400.66,14.62,21.58,551.48,2387.78,9036.54,1.3,47.07,518.46,2387.74,8122.91,8.4502,0.03,390,2388,100.0,38.78,23.3097,0.08786610878661087
22,0.0009,0.0003,100.0,518.67,642.37,1572.54,1398.19,14.62,21.57,550.49,2387.81,9029.37,1.3,47.16,519.45,2387.81,8124.63,8.4177,0.03,391,2388,100.0,38.89,23.347,0.09205020920502092
23,-0.0009,0.0001,100.0,518.67,641.48,1578.49,1387.99,14.62,21.58,550.82,2387.77,9034.26,1.3,47.15,518.8,2387.79,8126.51,8.4055,0.03,388,2388,100.0,38.68,23.2391,0.09623430962343096
24,-0.0025,-0.0001,100.0,518.67,642.47,1572.95,1402.49,14.62,21.58,550.81,2387.49,9038.24,1.3,47.23,518.98,2387.49,8120.82,8.4455,0.03,388,2388,100.0,38.77,23.1996,0.100418410041841
25,0.0044,0.0002,100.0,518.67,641.68,1578.98,1395.52,14.62,21.57,551.37,2387.51,9035.45,1.3,47.0,519.07,2387.51,8120.35,8.4408,0.03,391,2388,100.0,38.92,23.3178,0.10460251046025104
26,-0.0025,0.0004,100.0,518.67,641.86,1580.2,1405.75,14.62,21.58,550.53,2387.55,9035.51,1.3,47.23,519.39,2387.62,8122.49,8.4548,0.03,390,2388,100.0,38.86,23.2732,0.1087866108786611
27,-0.0022,-0.0001,100.0,518.67,642.69,1583.55,1403.41,14.62,21.58,550.76,2387.67,9038.38,1.3,47.17,519.08,2387.65,8121.11,8.4329,0.03,389,2388,100.0,38.66,23.2903,0.11297071129707113
28,0.0001,-0.0003,100.0,518.67,641.86,1577.87,1400.0,14.62,21.58,550.16,2387.43,9032.04,1.3,47.23,518.51,2387.43,8122.23,8.4623,0.03,391,2388,100.0,38.84,23.2883,0.11715481171548117
29,-0.0035,-0.0002,100.0,518.67,641.81,1586.55,1397.16,14.62,21.57,550.32,2387.72,9030.11,1.3,47.18,518.62,2387.79,8126.35,8.4235,0.03,390,2388,100.0,38.77,23.3337,0.12133891213389121
30,-0.0025,-0.0001,100.0,518.67,642.55,1578.04,1395.9,14.62,21.58,550.68,2387.19,9036.5,1.3,47.17,519.21,2387.21,8120.23,8.4356,0.03,390,2388,100.0,38.86,23.3096,0.12552301255230125
31,0.0009,0.0005,100.0,518.67,641.88,1578.99,1396.8,14.62,21.57,551.02,2387.41,9042.21,1.3,47.1,519.99,2387.47,8118.92,8.4073,0.03,391,2388,100.0,38.83,23.2719,0.1297071129707113
32,0.0008,0.0001,100.0,518.67,642.13,1580.03,1393.52,14.62,21.58,551.23,2387.78,9037.19,1.3,47.19,519.43,2387.77,8121.1,8.4114,0.03,390,2388,100.0,38.91,23.2672,0.13389121338912133
33,-0.0004,0.0,100.0,518.67,641.8,1579.23,1389.33,14.62,21.58,550.38,2387.88,9035.82,1.3,47.23,519.16,2387.89,8113.08,8.4147,0.03,390,2388,100.0,38.83,23.3234,0.13807531380753138
34,-0.0006,-0.0001,100.0,518.67,641.9,1581.83,1399.91,14.62,21.57,550.66,2387.49,9033.78,1.3,47.3,518.61,2387.5,8119.85,8.4325,0.03,390,2388,100.0,38.72,23.2611,0.14225941422594143
35,0.0011,0.0002,100.0,518.67,642.69,1580.94,1387.87,14.62,21.58,550.25,2387.78,9035.38,1.3,47.18,518.71,2387.9,8117.08,8.414,0.03,391,2388,100.0,38.79,23.2561,0.14644351464435146
36,0.0011,0.0005,100.0,518.67,642.31,1580.44,1394.68,14.62,21.58,551.24,2387.34,9034.52,1.3,47.24,519.08,2387.38,8119.48,8.4067,0.03,390,2388,100.0,38.58,23.1987,0.1506276150627615
37,0.0017,-0.0003,100.0,518.67,642.04,1579.91,1399.66,14.62,21.58,550.65,2387.43,9028.47,1.3,47.32,519.22,2387.43,8115.27,8.4551,0.03,391,2388,100.0,38.72,23.2795,0.15481171548117154
38,0.0046,-0.0003,100.0,518.67,642.03,1582.32,1391.55,14.62,21.57,551.42,2387.56,9029.4,1.3,47.11,518.65,2387.53,8118.69,8.4051,0.03,389,2388,100.0,38.95,23.3596,0.1589958158995816
39,0.0047,-0.0004,100.0,518.67,642.3,1580.42,1399.89,14.62,21.58,551.51,2387.43,9044.15,1.3,47.22,518.85,2387.41,8115.39,8.4235,0.03,390,2388,100.0,38.77,23.1968,0.16317991631799164
40,0.0038,0.0002,100.0,518.67,641.69,1581.34,1401.71,14.62,21.58,550.98,2387.19,9031.39,1.3,47.05,519.1,2387.2,8115.35,8.441,0.03,388,2388,100.0,38.79,23.353,0.16736401673640167
41,-0.0012,0.0001,100.0,518.67,641.73,1576.71,1397.15,14.62,21.57,549.92,2387.5,9034.05,1.3,47.2,519.36,2387.43,8118.27,8.4042,0.03,391,2388,100.0,38.87,23.2731,0.17154811715481172
